rank_group,rank_absolute,domain,title,url,image_url,snippet,time_published,timestamp
22,27,vnexpress.net,Nga bắt hai người bị nghi là gián điệp Ukraine,https://vnexpress.net/nga-bat-hai-nguoi-bi-nghi-la-gian-diep-ukraine-4705644.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:21,"An ninh Nga bắt hai người tại Rostov-on-Don bị nghi làm gián điệp, thu thập 
thông tin về các đơn vị quân đội và chuyển cho Ukraine.",3 giờ trước,2024-01-26 11:56:39+00:00
61,66,thanhnien.vn,"'Không có nét Nhật Bản': Tranh cãi nảy lửa về người mẫu gốc Ukraine trở 
thành hoa hậu Nhật",https://thanhnien.vn/khong-co-net-nhat-ban-tranh-cai-nay-lua-ve-nguoi-mau-goc-ukraine-tro-thanh-hoa-hau-nhat-185240126124846064.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:60,"Người mẫu gốc Ukraine - Karolina Shiino đăng quang Hoa hậu Nhật Bản đã tạo 
nên một cuộc tranh luận nảy lửa trên mạng xã hội về ý nghĩa của...",5 giờ trước,2024-01-26 09:56:39+00:00
17,22,kinhtedothi.vn,Nghi vấn máy bay chở tù binh Ukraine của Nga bị bắn hạ,https://kinhtedothi.vn/nghi-van-may-bay-cho-tu-binh-ukraine-cua-nga-bi-ban-ha.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:16,"Kinhtedothi - Truyền thông nhà nước Nga cho biết các hộp đen của chiếc máy 
bay vận tải quân sự Il-76 của nước này bị rơi gần biên giới...",5 giờ trước,2024-01-26 09:56:39+00:00
31,36,tuoitre.vn,Điện Kremlin: Nga đã sẵn sàng đàm phán với Ukraine,https://tuoitre.vn/dien-kremlin-nga-da-san-sang-dam-phan-voi-ukraine-20240126145319379.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:30,"Trả lời Hãng tin Bloomberg ngày 25-1, phát ngôn viên Điện Kremlin Dmitry 
Peskov cho biết Nga đã sẵn sàng để ngồi vào đàm phán,...",6 giờ trước,2024-01-26 08:56:39+00:00
55,60,vietnamnet.vn,Nga: Kiev đã được thông báo về máy bay quân sự chở binh sĩ Ukraine,https://vietnamnet.vn/nga-kiev-da-duoc-thong-bao-ve-may-bay-quan-su-cho-binh-si-ukraine-2244169.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:54,"Nga cho biết Cơ quan Tình báo Quân đội Ukraine đã nhận được cảnh báo 15 
phút trước khi máy bay vận tải quân sự của Nga, chở theo 65 binh sĩ...",6 giờ trước,2024-01-26 08:56:39+00:00
73,78,cafef.vn,Toàn bộ tài sản của người giàu nhất Ukraine tại Nga “bốc hơi”,https://cafef.vn/toan-bo-tai-san-cua-nguoi-giau-nhat-ukraine-tai-nga-boc-hoi-188240126140141785.chn,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:72,"Điện Kremlin hôm 25-1 xác nhận tập đoàn của Nga được phép mua lại các công 
ty khai thác than trước đây thuộc sở hữu của nhà tài phiệt...",7 giờ trước,2024-01-26 07:56:39+00:00
36,41,dantri.com.vn,Nga tuyên bố sẵn sàng đàm phán giải quyết xung đột Ukraine,https://dantri.com.vn/the-gioi/nga-tuyen-bo-san-sang-dam-phan-giai-quyet-xung-dot-ukraine-20240126122714635.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:35,"(Dân trí) - Người phát ngôn Điện Kremlin tuyên bố Nga vẫn để ngỏ khả năng 
đàm phán về việc giải quyết xung đột Ukraine và muốn đạt được mục...",7 giờ trước,2024-01-26 07:56:39+00:00
5,10,thanhnien.vn,"Nga đã báo trước, Ukraine vẫn bắn rơi máy bay chở tù binh?",https://thanhnien.vn/nga-da-bao-truoc-ukraine-van-ban-roi-may-bay-cho-tu-binh-185240126133008769.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:4,"Một nghị sĩ cấp cao của Nga cho biết tình báo quân đội Ukraine đã nhận được 
cảnh báo 15 phút trước khi một máy bay vận tải quân sự của Nga...",7 giờ trước,2024-01-26 07:56:39+00:00
76,81,thanhnien.vn,Mỹ nhân Ukraine gây tranh cãi khi đăng quang Hoa hậu Nhật Bản,https://thanhnien.vn/my-nhan-ukraine-gay-tranh-cai-khi-dang-quang-hoa-hau-nhat-ban-185240126120837383.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:75,"Carolina Shiino vấp phải làn sóng tranh cãi khi giành vương miện Hoa hậu 
Nhật Bản 2024. Đa số ý kiến phản đối người đẹp này xuất phát từ...",8 giờ trước,2024-01-26 06:56:39+00:00
37,42,tienphong.vn,"Xung đột Nga - Ukraine ngày 26/1: Ukraine nghi máy bay Il-76 chở cả tù binh 
lẫn tên lửa S-300",https://tienphong.vn/xung-dot-nga-ukraine-ngay-261-ukraine-nghi-may-bay-il-76-cho-ca-tu-binh-lan-ten-lua-s-300-post1607926.tpo,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:36,"Cơ quan Tình báo Quốc phòng Ukraine (DIU) đề cập đến khả năng trên chiếc 
máy bay Il-76 gặp tai nạn ở Vùng Belgorod (Nga) có cả tên lửa S-300...",8 giờ trước,2024-01-26 06:56:39+00:00
14,19,www.vietnamplus.vn,Ukraine không có kế hoạch gia hạn hợp đồng trung chuyển khí đốt với Nga,https://www.vietnamplus.vn/ukraine-khong-co-ke-hoach-gia-han-hop-dong-trung-chuyen-khi-dot-voi-nga-post923199.vnp,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:13,"Chính phủ Ukraine thông báo nước này không có kế hoạch gia hạn hợp đồng 
trung chuyển khí đốt tự nhiên với Nga sau năm 2024.",8 giờ trước,2024-01-26 06:56:39+00:00
18,23,dantri.com.vn,"Chiến sự Ukraine 26/1: Chiến sự Ukraine 26/1: Đại quân Nga dồn tổng lực 
tung cú knock-out dứt điểm Avdiivka ...",https://dantri.com.vn/the-gioi/chien-su-ukraine-261-nga-don-tong-luc-quyet-dut-diem-avdiivka-20240126100751514.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:17,"(Dân trí) - Truyền thông Ukraine đưa tin Moscow đang chuẩn bị cho đòn quyết 
định để kiểm soát Avdiikva khi họ đã ém sẵn lực lượng dự bị lớn...",9 giờ trước,2024-01-26 05:56:39+00:00
88,93,baotintuc.vn,Ukraine không có kế hoạch gia hạn hợp đồng trung chuyển khí đốt với Nga,https://baotintuc.vn/the-gioi/ukraine-khong-co-ke-hoach-gia-han-hop-dong-trung-chuyen-khi-dot-voi-nga-20240126123240439.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:87,"Ukraine không có kế hoạch gia hạn hợp đồng trung chuyển khí đốt tự nhiên 
với Nga sau năm 2024.",9 giờ trước,2024-01-26 05:56:39+00:00
34,39,dantri.com.vn,"Moscow ""tố"" phương Tây đào tạo Ukraine tấn công nhà máy hạt nhân Nga",https://dantri.com.vn/the-gioi/moscow-to-phuong-tay-dao-tao-ukraine-tan-cong-nha-may-hat-nhan-nga-20240126111638831.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:33,"(Dân trí) - Lãnh đạo tình báo Nga cáo buộc rằng Ukraine có kế hoạch tấn 
công nhà máy hạt nhân của phía Moscow và phương Tây đứng sau để đào...",9 giờ trước,2024-01-26 05:56:39+00:00
30,35,vnexpress.net,Ukraine nói an ninh Nga cản quan chức cấp cao lên chiếc Il-76 bị rơi,https://vnexpress.net/ukraine-noi-an-ninh-nga-can-quan-chuc-cap-cao-len-chiec-il-76-bi-roi-4705415.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:29,"Tình báo Ukraine cho biết các quan chức cấp cao Nga dự định lên chiếc Il-76 
bị rơi ở tỉnh Belogorod, song FSB ngăn họ vào phút chót.",10 giờ trước,2024-01-26 04:56:39+00:00
52,57,thanhnien.vn,Tổng thống Putin gửi tín hiệu mới tới Mỹ về xung đột với Ukraine?,https://thanhnien.vn/tong-thong-putin-gui-tin-hieu-moi-toi-my-ve-xung-dot-voi-ukraine-185240126095155138.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:51,"Tổng thống Nga Vladimir Putin đang thăm dò xem liệu Mỹ có sẵn sàng tham gia 
các cuộc đàm phán để chấm dứt cuộc xung đột Nga-Ukraine hay...",10 giờ trước,2024-01-26 04:56:39+00:00
8,13,vtv.vn,Máy bay chở tù binh Ukraine bị tên lửa tấn công,https://vtv.vn/the-gioi/may-bay-cho-tu-binh-ukraine-bi-ten-lua-tan-cong-20240126114358347.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:7,"VTV.vn - Các nhà điều tra Nga đã tìm thấy những mảnh vỡ của một hoặc nhiều 
tên lửa trong số các mảnh vỡ của máy bay Il-76 bị bắn rơi ở vùng...",10 giờ trước,2024-01-26 04:56:39+00:00
11,16,vtc.vn,Tỷ phú giàu nhất Ukraine mất hết tài sản ở Nga,https://vtc.vn/ty-phu-giau-nhat-ukraine-mat-het-tai-san-o-nga-ar849883.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:10,"Chính phủ Nga đã chấp thuận việc bán lại tài sản liên quan đến công ty 
khoáng sản của Rinat Akhmetov, người giàu nhất Ukraine cho các doanh...",10 giờ trước,2024-01-26 04:56:39+00:00
13,18,nangluongquocte.petrotimes.vn,Ukraine sẽ bắt đầu xây dựng 4 lò phản ứng hạt nhân mới trong năm nay,https://nangluongquocte.petrotimes.vn/ukraine-se-bat-dau-xay-dung-4-lo-phan-ung-hat-nhan-moi-trong-nam-nay-704602.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:12,"(PetroTimes) - Ukraine dự kiến ​​​​sẽ bắt đầu xây dựng bốn lò phản ứng điện 
hạt nhân mới vào mùa hè hoặc mùa thu này, khi nước này tìm cách...",10 giờ trước,2024-01-26 04:56:39+00:00
56,61,tuoitre.vn,Nga nghi Ukraine dùng tên lửa Mỹ hoặc Đức bắn máy bay chở tù binh,https://tuoitre.vn/nga-nghi-ukraine-dung-ten-lua-my-hoac-duc-ban-may-bay-cho-tu-binh-20240126094647166.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:55,"Nga đang điều tra vụ máy bay chở tù binh Ukraine bị bắn hạ, với một trong 
các điểm mấu chốt là liệu Ukraine có sử dụng vũ khí do phương Tây...",10 giờ trước,2024-01-26 04:56:39+00:00
16,21,nongnghiep.vn,Nga tố Ukraine 'cố tình' bắn máy bay để ngăn trao đổi tù binh,https://nongnghiep.vn/nga-to-ukraine-co-tinh-ban-may-bay-de-ngan-cuoc-trao-doi-tu-binh-d375145.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:15,"Quân đội Ukraine đã bắn hạ một máy bay chở tù binh Ukraine để phá hoại cuộc 
trao đổi tù binh, đặc phái viên của Nga phát biểu tại Hội đồng...",10 giờ trước,2024-01-26 04:56:39+00:00
28,33,vnexpress.net,Lính Ukraine dùng súng máy hạng nặng bắn hạ tên lửa Nga,https://vnexpress.net/linh-ukraine-dung-sung-may-hang-nang-ban-ha-ten-lua-nga-4705049.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:27,"Ukraine đăng video lực lượng nước này đánh chặn thành công tên lửa hành 
trình Nga bằng súng máy Browning hơn 90 năm tuổi do Mỹ sản xuất.",11 giờ trước,2024-01-26 03:56:39+00:00
9,14,congthuong.vn,Chiến sự Nga-Ukraine 26/1/2024: Đức nói về tình hình ở mặt trận,https://congthuong.vn/chien-su-nga-ukraine-hom-nay-ngay-2612024-cuoc-khung-hoang-ukraine-se-keo-dai-it-nhat-den-thang-11-300330.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:8,"Thông tin chiến sự Nga-Ukraine hôm nay ngày 26/1/2024: Cuộc khủng hoảng 
Ukraine sẽ kéo dài ít nhất đến tháng 11; Đức coi tình hình ở mặt...",12 giờ trước,2024-01-26 02:56:39+00:00
86,91,www.24h.com.vn,"Tình báo quốc phòng Ukraine nói về ""điểm khác thường"" trong vụ rơi máy bay 
Il-76 của Nga",https://www.24h.com.vn/tin-tuc-quoc-te/tinh-bao-quoc-phong-ukraine-noi-ve-diem-khac-thuong-trong-vu-roi-may-bay-il-76-cua-nga-c415a1539046.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:85,"Cơ quan tình báo quốc phòng Ukraine (DIU) ngày 25/1 đưa ra tuyên bố khác 
với những tuyên bố của Nga gần đây về vụ rơi máy bay vận tải Il-76.",13 giờ trước,2024-01-26 01:56:39+00:00
15,20,baohatinh.vn,Nga: Máy bay IL-76 chở tù nhân bị phòng không Ukraine bắn rơi,https://baohatinh.vn/diem-nong/nga-may-bay-il-76-cho-tu-nhan-bi-phong-khong-ukraine-ban-roi/260842.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:14,"Cơ quan Điều tra Liên bang Nga cho biết quá trình khám nghiệm hiện trường 
vụ rơi máy bay IL-76 chở tù nhân Ukraine để trao đổi,...",13 giờ trước,2024-01-26 01:56:39+00:00
38,43,dantri.com.vn,Nga nói máy bay chở tù binh trúng 2 tên lửa Ukraine,https://dantri.com.vn/the-gioi/nga-noi-may-bay-cho-tu-binh-trung-2-ten-lua-ukraine-20240126075433176.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:37,"(Dân trí) - Nga cáo buộc Ukraine bắn rơi máy bay Nga chở tù binh bằng 2 tên 
lửa đất đối không. Một số nguồn tin cho rằng, đây có thể là tên...",14 giờ trước,2024-01-26 00:56:39+00:00
89,94,www.vietnamplus.vn,Nga: Máy bay IL-76 chở tù nhân bị phòng không Ukraine bắn rơi,https://www.vietnamplus.vn/nga-may-bay-il-76-cho-tu-nhan-bi-phong-khong-ukraine-ban-roi-post923143.vnp,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:88,"Cơ quan Điều tra Liên bang Nga cho biết quá trình khám nghiệm hiện trường 
vụ rơi máy bay IL-76 chở tù nhân Ukraine để trao đổi, cho thấy...",14 giờ trước,2024-01-26 00:56:39+00:00
53,58,dantri.com.vn,"Nga lần đầu công bố video hiện trường rơi máy bay ""chở tù binh Ukraine""",https://dantri.com.vn/the-gioi/nga-lan-dau-cong-bo-video-hien-truong-roi-may-bay-cho-tu-binh-ukraine-20240126071414796.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:52,"(Dân trí) - Nga lần đầu tiên công bố video ghi hình hiện trường vụ máy bay 
quân sự Il-76 mà Moscow nói là đã rơi sau khi bị lực lượng của...",14 giờ trước,2024-01-26 00:56:39+00:00
10,15,cafef.vn,"Phương Tây cạn viện trợ, Ukraine mất cơ hội “lật kèo” trên chiến trường?",https://cafef.vn/phuong-tay-can-vien-tro-ukraine-mat-co-hoi-lat-keo-tren-chien-truong-188240126065048025.chn,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:9,"Sau 2 năm chiến sự nổ ra, Nga dường như đang chiếm ưu thế trong cuộc chiến 
then chốt với Ukraine: cuộc chiến đạn dược.",14 giờ trước,2024-01-26 00:56:39+00:00
41,46,dantri.com.vn,"Video: Nga lần đầu công bố video hiện trường rơi máy bay ""chở tù binh 
Ukraine""",https://dantri.com.vn/video/nga-lan-dau-cong-bo-video-hien-truong-roi-may-bay-cho-tu-binh-ukraine-169533.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:40,"Nga lần đầu tiên công bố video ghi hình hiện trường vụ máy bay quân sự 
Il-76 mà Moscow nói là đã rơi sau khi bị lực lượng của Kiev bắn rơi...",14 giờ trước,2024-01-26 00:56:39+00:00
69,74,nld.com.vn,Nga: Ukraine nhận được cảnh báo trước vụ máy bay rơi,https://nld.com.vn/nga-ukraine-nhan-duoc-canh-bao-truoc-vu-may-bay-roi-196240125222753717.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:68,"Moscow cáo buộc Kiev bắn hạ chiếc Ilyushin Il-76 ở vùng Belgorod - Nga 
khiến toàn bộ 74 người trên khoang thiệt mạng, trong đó Nga nói có 65...",14 giờ trước,2024-01-26 00:56:39+00:00
82,87,vietnamnet.vn,"Pháp chuyển pháo phản lực cho Ukraine, thêm thông tin về vụ máy bay rơi ở 
Nga",https://vietnamnet.vn/phap-chuyen-phao-phan-luc-cho-ukraine-them-thong-tin-ve-vu-may-bay-roi-o-nga-2243941.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:81,"Bộ Quốc phòng Pháp cho hay, nước này gần đây đã hoàn tất việc bàn giao cho 
Ukraine thêm một số hệ thống pháo phản lực phóng loạt LRU.",14 giờ trước,2024-01-26 00:56:39+00:00
25,30,tienphong.vn,Lý do Anh quyết liệt vận động phe phản đối viện trợ cho Ukraine ở Mỹ,https://tienphong.vn/ly-do-anh-quyet-liet-van-dong-phe-phan-doi-vien-tro-cho-ukraine-o-my-post1607821.tpo,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:24,"Khi Ngoại trưởng Anh David Cameron, người từng giữ vai trò thủ tướng, thăm 
Washington tháng trước, ông dành thời gian thuyết phục nghị sĩ...",14 giờ trước,2024-01-26 00:56:39+00:00
27,32,tuoitre.vn,"Tin tức thế giới 26-1: Ukraine tuyên bố không được Nga thông tin về máy bay 
chở tù binh",https://tuoitre.vn/tin-tuc-the-gioi-26-1-ukraine-tuyen-bo-khong-duoc-nga-thong-tin-ve-may-bay-cho-tu-binh-20240126065302744.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:26,"Nga cáo buộc Ukraine đã biết trước máy bay chở tù binh sắp vào; Mỹ lập kênh 
liên lạc với Israel về thiệt hại dân sự; Loạt cơ quan nhà nước...",14 giờ trước,2024-01-26 00:56:39+00:00
6,11,cand.com.vn,"Dấu hiệu đáng quan ngại từ chiến sự Nga - Ukraine - Báo Công an Nhân dân 
điện tử",https://cand.com.vn/the-gioi-24h/dau-hieu-dang-quan-ngai-tu-chien-su-nga-ukraine-i721386/,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:5,"Sự cố máy bay vận tải quân sự Nga chở tù binh Ukraine bị bắn rơi trên đường 
đến khu vực trao đổi khiến các nỗ lực tương tự trong tương lai...",14 giờ trước,2024-01-26 00:56:39+00:00
54,59,vnexpress.net,Nga điều tra khủng bố vụ rơi máy bay chở tù binh Ukraine,https://vnexpress.net/nga-dieu-tra-khung-bo-vu-roi-may-bay-cho-tu-binh-ukraine-4705289.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:53,"Nga điều tra khủng bố với vụ rơi máy bay Il-76 ở tỉnh Belgorod khiến hơn 60 
tù binh Ukraine thiệt mạng, cáo buộc Kiev đứng sau sự việc.",15 giờ trước,2024-01-25 23:56:39+00:00
49,54,thanhnien.vn,Tranh cãi vụ máy bay Nga rơi gần biên giới Ukraine,https://thanhnien.vn/tranh-cai-vu-may-bay-nga-roi-gan-bien-gioi-ukraine-185240125204805653.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:48,"Giới hữu trách Nga cho biết đã tìm thấy cả hai hộp đen của máy bay vận tải 
quân sự rơi gần biên giới với Ukraine hôm 24.1.",15 giờ trước,2024-01-25 23:56:39+00:00
4,9,baotintuc.vn,"Tình báo Ukraine tiết lộ những điểm khác thường trong vụ rơi máy bay Nga 
'chở tù binh'",https://baotintuc.vn/the-gioi/tinh-bao-ukraine-tiet-lo-nhung-diem-khac-thuong-trong-vu-roi-may-bay-nga-cho-tu-binh-20240125222500040.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:3,"Trong một bình luận trên Radio Liberty, đại diện Cơ quan Tình báo Quốc 
phòng Ukraine (DIU) đã tiết lộ một số điểm khác thường trong vụ máy...",16 giờ trước,2024-01-25 22:56:39+00:00
87,92,vov.vn,Diễn biến chính tình hình chiến sự Nga - Ukraine ngày 26/1,https://vov.vn/the-gioi/dien-bien-chinh-tinh-hinh-chien-su-nga-ukraine-ngay-261-post1073833.vov,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:86,"VOV.VN - Dưới đây là một số diễn biến nổi bật liên quan đến tình hình chiến 
sự giữa Nga và Ukraine ngày 26/1.",16 giờ trước,2024-01-25 22:56:39+00:00
64,69,thanhnien.vn,"Chiến sự Ukraine ngày 701: HĐBA Liên Hiệp Quốc họp khẩn về chuyến bay chở 
tù binh",https://thanhnien.vn/chien-su-ukraine-ngay-701-hdba-lien-hiep-quoc-hop-khan-ve-chuyen-bay-cho-tu-binh-185240125201924472.htm,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:63,"Nga khẳng định đã báo sớm Ukraine khoảng 15 phút trước khi chuyến bay chở 
tù binh Ukraine đến Belgorod, nhưng Kyiv bác bỏ thông tin này.",18 giờ trước,2024-01-25 20:56:39+00:00
44,49,www.24h.com.vn,Nga tiết lộ thông tin mới vụ Ukraine bắn rơi máy bay chở 65 tù binh,https://www.24h.com.vn/tin-tuc-quoc-te/nga-tiet-lo-thong-tin-moi-vu-ukraine-ban-roi-may-bay-cho-65-tu-binh-c415a1539009.html,https://api.dataforseo.com/cdn/i/01261656-7358-0139-0000-cf452c09787d:43,"Ông Andrey Kartapolov – Chủ tịch Ủy ban Quốc phòng Duma Nga – cho biết, 
Kiev đã được báo trước về chuyến bay chở 65 tù binh Ukraine.",20 giờ trước,2024-01-25 18:56:39+00:00
